"id"	"eid"	"sex"
3702914	3702914	1
3703006	3703006	1
3703221	3703221	0
3703286	3703286	1
3703597	3703597	0
3703823	3703823	0
3704042	3704042	1
3704078	3704078	1
3704276	3704276	1
3704280	3704280	0
3704861	3704861	1
3705147	3705147	1
3705213	3705213	0
3705351	3705351	1
3705402	3705402	1
3705440	3705440	1
3705617	3705617	0
3705889	3705889	0
3705959	3705959	0
3706045	3706045	0
3706058	3706058	1
3706349	3706349	1
3706553	3706553	1
3706634	3706634	0
3706929	3706929	1
3706950	3706950	1
3706992	3706992	0
3707152	3707152	1
3707481	3707481	0
3707630	3707630	1
3708090	3708090	1
3708261	3708261	1
3708748	3708748	0
3708763	3708763	1
3708855	3708855	0
3708943	3708943	1
3709614	3709614	0
3710743	3710743	0
3710785	3710785	0
3711110	3711110	0
3711145	3711145	1
3711221	3711221	1
3711360	3711360	1
3711578	3711578	1
3712058	3712058	1
3712151	3712151	0
3712703	3712703	1
3713422	3713422	0
3713503	3713503	0
3713821	3713821	1
3714133	3714133	0
3714979	3714979	0
3715063	3715063	1
3715382	3715382	1
3715485	3715485	0
3715573	3715573	0
3716000	3716000	0
3716373	3716373	1
3716810	3716810	1
3717212	3717212	1
3718402	3718402	1
3718609	3718609	0
3718824	3718824	1
3719071	3719071	0
3719650	3719650	1
3719708	3719708	1
3719795	3719795	1
3720210	3720210	0
3720717	3720717	1
3720725	3720725	0
3720776	3720776	1
3721203	3721203	0
3721275	3721275	1
3721304	3721304	1
3721529	3721529	1
3722885	3722885	0
3722934	3722934	0
3722942	3722942	0
3723402	3723402	1
3723941	3723941	1
3723977	3723977	0
3724991	3724991	1
3725037	3725037	1
3725043	3725043	0
3725773	3725773	1
3725816	3725816	1
3725911	3725911	1
3725975	3725975	1
3726101	3726101	0
3726144	3726144	1
3726840	3726840	1
3727177	3727177	1
3727280	3727280	0
3727366	3727366	1
3727373	3727373	1
3727520	3727520	1
3727735	3727735	0
3727971	3727971	0
3728113	3728113	0
3728178	3728178	1
3728205	3728205	1
3728590	3728590	1
3728679	3728679	0
3728694	3728694	1
3728849	3728849	1
3728886	3728886	1
3729724	3729724	1
3729790	3729790	1
3729984	3729984	1
3730093	3730093	1
3730242	3730242	0
3730521	3730521	1
3730745	3730745	1
3730761	3730761	1
3731832	3731832	1
3732085	3732085	1
3732360	3732360	0
3732417	3732417	0
3733518	3733518	1
3733645	3733645	1
3733734	3733734	0
3733844	3733844	0
3734005	3734005	1
3734172	3734172	1
3734313	3734313	0
3734424	3734424	1
3734614	3734614	0
3735231	3735231	1
3735422	3735422	1
3735445	3735445	1
3735499	3735499	1
3735538	3735538	1
3735620	3735620	1
3736148	3736148	1
3736346	3736346	0
3736770	3736770	1
3736942	3736942	0
3736955	3736955	0
3737038	3737038	1
3737133	3737133	0
3737340	3737340	0
3737353	3737353	1
3737660	3737660	0
3737979	3737979	0
3738057	3738057	1
3738593	3738593	0
3738641	3738641	1
3738706	3738706	1
3738884	3738884	0
3738976	3738976	1
3739182	3739182	1
3739232	3739232	1
3739350	3739350	0
3739457	3739457	1
3739787	3739787	1
3739927	3739927	1
3740161	3740161	1
3740387	3740387	1
3740696	3740696	0
3740975	3740975	1
3741156	3741156	0
3741334	3741334	1
3741649	3741649	1
3741999	3741999	1
3742129	3742129	1
3742234	3742234	0
3742595	3742595	0
3742811	3742811	0
3742930	3742930	0
3742977	3742977	0
3743303	3743303	0
3743684	3743684	1
3743843	3743843	0
3744058	3744058	0
3744571	3744571	0
3744891	3744891	1
3744992	3744992	1
3745067	3745067	1
3745207	3745207	1
3745353	3745353	1
3745780	3745780	0
3745800	3745800	1
3746290	3746290	0
3746330	3746330	1
3746406	3746406	1
3746443	3746443	1
3747169	3747169	0
3747590	3747590	1
3747637	3747637	1
3747715	3747715	1
3748263	3748263	1
3748408	3748408	0
3748787	3748787	1
3749049	3749049	0
3749062	3749062	1
3749478	3749478	0
3750117	3750117	1
3750180	3750180	0
3750223	3750223	1
3750401	3750401	1
3750837	3750837	1
3751167	3751167	0
3751400	3751400	0
3751630	3751630	1
3751909	3751909	0
3751932	3751932	0
3752473	3752473	1
3753424	3753424	1
3753864	3753864	1
3753896	3753896	0
3753999	3753999	1
3754188	3754188	1
3754398	3754398	1
3754699	3754699	1
3755042	3755042	1
3755594	3755594	1
3755915	3755915	0
3756060	3756060	0
3756184	3756184	0
3756595	3756595	1
3756867	3756867	1
3756875	3756875	1
3756904	3756904	1
3756977	3756977	1
3757085	3757085	1
3757199	3757199	1
3757270	3757270	0
3757301	3757301	1
3757627	3757627	0
3757766	3757766	1
3758482	3758482	0
3758809	3758809	1
3758947	3758947	1
3759077	3759077	1
3759181	3759181	1
3759284	3759284	1
3759325	3759325	1
3759808	3759808	1
3759901	3759901	0
3760101	3760101	1
3760489	3760489	0
3760614	3760614	1
3761231	3761231	1
3761445	3761445	0
3761511	3761511	0
3761567	3761567	0
3761668	3761668	0
3762104	3762104	0
3762366	3762366	0
3762520	3762520	0
3762611	3762611	1
3762964	3762964	0
3763124	3763124	1
3763271	3763271	1
3763593	3763593	1
3763963	3763963	0
3764184	3764184	0
3764226	3764226	1
3764904	3764904	0
3765477	3765477	1
3765681	3765681	1
3765746	3765746	1
3765880	3765880	0
3766003	3766003	0
3766162	3766162	1
3766274	3766274	0
3767096	3767096	1
3767389	3767389	1
3767487	3767487	0
3768406	3768406	0
3768531	3768531	1
3768860	3768860	1
3768970	3768970	0
3769731	3769731	0
3770505	3770505	0
3770592	3770592	1
3770700	3770700	1
3770995	3770995	1
3771159	3771159	1
3771421	3771421	1
3771462	3771462	1
3771728	3771728	0
3772004	3772004	1
3772458	3772458	0
3772715	3772715	1
3772753	3772753	1
3773477	3773477	0
3773571	3773571	0
3774163	3774163	0
3774444	3774444	0
3774456	3774456	0
3774487	3774487	1
3774795	3774795	1
3774969	3774969	1
3775008	3775008	1
3775336	3775336	1
3775768	3775768	0
3775785	3775785	1
3775818	3775818	1
3775847	3775847	0
3776356	3776356	0
3776432	3776432	0
3776773	3776773	1
3776841	3776841	0
3777312	3777312	1
3777625	3777625	1
3777707	3777707	1
3777923	3777923	1
3778220	3778220	0
3778251	3778251	0
3778268	3778268	0
3778723	3778723	1
3779157	3779157	1
3780099	3780099	1
3780137	3780137	0
3780179	3780179	1
3780370	3780370	1
3780498	3780498	1
3781299	3781299	1
3781878	3781878	1
3781920	3781920	1
3782358	3782358	0
3782641	3782641	1
3782659	3782659	0
3782976	3782976	1
3783069	3783069	0
3783263	3783263	0
3783331	3783331	1
3783520	3783520	0
3783568	3783568	1
3783579	3783579	0
3784301	3784301	1
3784534	3784534	1
3784792	3784792	1
3784938	3784938	1
3785403	3785403	1
3785686	3785686	1
3785777	3785777	1
3786715	3786715	1
3787171	3787171	0
3787238	3787238	0
3787246	3787246	1
3787443	3787443	1
3787713	3787713	1
3787755	3787755	1
3787835	3787835	1
3788071	3788071	1
3788088	3788088	1
3788561	3788561	0
3788684	3788684	1
3788757	3788757	1
3788926	3788926	1
3789234	3789234	0
3789351	3789351	1
3789824	3789824	1
3789941	3789941	1
3790329	3790329	0
3790414	3790414	1
3790486	3790486	1
3790689	3790689	1
3790728	3790728	1
3790836	3790836	1
3791312	3791312	1
3791562	3791562	1
3791570	3791570	0
3791632	3791632	1
3792156	3792156	1
3792313	3792313	1
3792888	3792888	0
3793162	3793162	0
3793447	3793447	1
3793541	3793541	0
3793717	3793717	1
3793897	3793897	0
3794229	3794229	1
3794651	3794651	1
3794886	3794886	0
3795522	3795522	1
3795806	3795806	1
3795894	3795894	1
3795926	3795926	0
3795955	3795955	1
3796111	3796111	1
3796593	3796593	0
3796623	3796623	1
3796850	3796850	0
3797293	3797293	1
3797477	3797477	1
3797669	3797669	0
3798037	3798037	0
3798094	3798094	0
3798262	3798262	0
3799267	3799267	0
3799592	3799592	1
3799674	3799674	1
3799908	3799908	1
3800459	3800459	1
3801236	3801236	0
3801693	3801693	1
3801906	3801906	1
3802049	3802049	1
3802103	3802103	1
3802111	3802111	0
3802253	3802253	1
3802623	3802623	1
3802630	3802630	0
3803081	3803081	0
3803675	3803675	1
3804270	3804270	1
3804409	3804409	1
3804513	3804513	1
3805128	3805128	0
3805662	3805662	0
3805896	3805896	1
3806155	3806155	1
3806764	3806764	1
3806987	3806987	0
3807275	3807275	1
3807494	3807494	1
3807726	3807726	1
3808125	3808125	0
3808223	3808223	1
3808282	3808282	0
3808428	3808428	0
3808510	3808510	0
3808879	3808879	1
3809093	3809093	0
3809320	3809320	0
3809368	3809368	0
3809439	3809439	1
3809549	3809549	1
3809977	3809977	1
3810196	3810196	1
3810636	3810636	1
3810674	3810674	1
3810801	3810801	1
3810986	3810986	0
3811141	3811141	1
3811276	3811276	1
3811331	3811331	1
3811520	3811520	1
3811701	3811701	0
3812016	3812016	1
3812363	3812363	0
3812410	3812410	1
3812458	3812458	1
3812524	3812524	0
3812679	3812679	1
3813287	3813287	0
3813697	3813697	0
3813752	3813752	1
3813984	3813984	0
3814002	3814002	0
3814303	3814303	1
3814389	3814389	1
3814721	3814721	1
3815240	3815240	1
3815307	3815307	0
3815560	3815560	0
3815712	3815712	1
3815785	3815785	1
3815909	3815909	0
3815932	3815932	0
3816463	3816463	1
3816615	3816615	0
3816731	3816731	1
3817028	3817028	1
3817147	3817147	1
3817234	3817234	0
3817549	3817549	0
3818342	3818342	0
3818446	3818446	1
3818475	3818475	0
3818525	3818525	0
3818741	3818741	1
3818945	3818945	1
3818961	3818961	0
3819038	3819038	1
3819121	3819121	1
3819732	3819732	0
3820088	3820088	0
3820176	3820176	1
3820311	3820311	0
3821152	3821152	0
3821271	3821271	1
3821434	3821434	1
3821751	3821751	0
3821847	3821847	1
3821925	3821925	1
3822046	3822046	1
3822114	3822114	1
3822258	3822258	1
3822628	3822628	0
3822878	3822878	1
3822985	3822985	1
3823326	3823326	1
3823517	3823517	0
3824359	3824359	0
3824365	3824365	0
3824398	3824398	1
3824607	3824607	1
3824781	3824781	0
3825506	3825506	1
3825543	3825543	1
3825939	3825939	0
3826281	3826281	1
3826427	3826427	1
3826440	3826440	0
3826549	3826549	0
3826923	3826923	0
3827145	3827145	1
3827158	3827158	1
3827387	3827387	0
3827924	3827924	1
3828235	3828235	1
3828655	3828655	1
3829181	3829181	1
3829231	3829231	1
3829511	3829511	0
3829589	3829589	0
3829771	3829771	1
3829821	3829821	0
3829849	3829849	0
3830871	3830871	0
3831030	3831030	1
3831113	3831113	0
3832078	3832078	0
3832104	3832104	0
3832568	3832568	1
3832579	3832579	1
3832675	3832675	1
3834150	3834150	0
3834337	3834337	1
3834394	3834394	0
3834707	3834707	0
3834799	3834799	1
3835022	3835022	1
3835185	3835185	1
3835564	3835564	1
3835571	3835571	0
3835724	3835724	1
3838196	3838196	0
3838267	3838267	0
3838377	3838377	1
3838494	3838494	0
3838962	3838962	1
3839043	3839043	1
3839270	3839270	1
3839393	3839393	1
3839569	3839569	0
3839664	3839664	1
3840462	3840462	0
3840512	3840512	0
3840807	3840807	1
3840927	3840927	1
3841060	3841060	1
3841242	3841242	1
3841799	3841799	1
3842005	3842005	0
3842313	3842313	1
3842334	3842334	1
3842840	3842840	0
3843157	3843157	0
3843656	3843656	1
3843800	3843800	0
3844065	3844065	1
3844077	3844077	1
3844273	3844273	0
3844325	3844325	1
3844474	3844474	0
3844739	3844739	1
3844901	3844901	0
3845191	3845191	0
3845282	3845282	0
3845389	3845389	1
3845583	3845583	1
3845812	3845812	1
3846785	3846785	0
3847235	3847235	0
3847459	3847459	1
3847539	3847539	0
3848542	3848542	1
3848555	3848555	0
3849153	3849153	1
3849246	3849246	1
3849341	3849341	1
3849420	3849420	0
3849547	3849547	1
3849734	3849734	1
3849778	3849778	1
3849970	3849970	1
3850530	3850530	1
3850878	3850878	1
3851468	3851468	0
3851921	3851921	1
3852444	3852444	0
3852629	3852629	0
3853337	3853337	1
3853648	3853648	1
3853774	3853774	1
3854383	3854383	0
3854630	3854630	1
3854665	3854665	0
3854976	3854976	0
3855183	3855183	0
3855344	3855344	0
3855356	3855356	0
3855671	3855671	1
3855823	3855823	0
3855865	3855865	1
3855882	3855882	1
3855975	3855975	1
3856135	3856135	1
3856193	3856193	1
3856206	3856206	0
3856285	3856285	1
3856554	3856554	0
3856907	3856907	0
3857318	3857318	0
3857433	3857433	1
3857646	3857646	1
3858218	3858218	1
3859333	3859333	0
3859370	3859370	0
3859477	3859477	1
3859564	3859564	1
3859703	3859703	1
3859848	3859848	1
3861045	3861045	0
3861416	3861416	1
3861634	3861634	1
3861724	3861724	1
3861876	3861876	1
3861973	3861973	0
3862158	3862158	1
3862214	3862214	1
3862555	3862555	1
3862924	3862924	0
3863224	3863224	0
3863622	3863622	1
3863957	3863957	0
3864144	3864144	0
3864187	3864187	1
3864268	3864268	0
3864438	3864438	1
3864525	3864525	1
3864657	3864657	1
3864999	3864999	0
3865309	3865309	1
3865862	3865862	0
3865935	3865935	1
3866401	3866401	1
3866522	3866522	1
3866684	3866684	0
3866749	3866749	1
3866913	3866913	0
3867748	3867748	1
3868175	3868175	0
3868954	3868954	1
3869182	3869182	1
3869329	3869329	1
3869787	3869787	1
3870021	3870021	0
3870227	3870227	1
3870698	3870698	1
3870976	3870976	0
3871094	3871094	1
3871110	3871110	1
3871360	3871360	1
3871372	3871372	1
3871542	3871542	1
3871653	3871653	1
3871773	3871773	1
3871989	3871989	0
3872007	3872007	0
3872287	3872287	1
3872854	3872854	1
3872931	3872931	1
3873808	3873808	1
3873993	3873993	1
3874067	3874067	0
3874162	3874162	0
3874447	3874447	1
3874530	3874530	1
3874644	3874644	1
3874776	3874776	1
3875080	3875080	1
3875115	3875115	0
3875382	3875382	1
3875658	3875658	0
3875908	3875908	1
3876433	3876433	0
3876822	3876822	1
3877243	3877243	0
3877670	3877670	1
3878093	3878093	0
3878281	3878281	0
3878312	3878312	1
3878343	3878343	1
3878394	3878394	1
3878496	3878496	0
3878745	3878745	0
3879176	3879176	1
3879561	3879561	0
3879599	3879599	0
3880113	3880113	1
3880589	3880589	0
3880972	3880972	0
3881002	3881002	1
3882127	3882127	1
3882304	3882304	1
3882844	3882844	1
3883107	3883107	1
3883249	3883249	0
3883581	3883581	1
3883750	3883750	1
3883830	3883830	1
3883990	3883990	0
3884116	3884116	0
3884209	3884209	0
3884331	3884331	1
3884457	3884457	1
3884520	3884520	1
3884603	3884603	0
3884787	3884787	0
3885166	3885166	0
3885281	3885281	1
3885440	3885440	1
3885722	3885722	1
3885803	3885803	0
3886007	3886007	1
3886349	3886349	1
3886539	3886539	1
3886724	3886724	0
3887033	3887033	0
3887062	3887062	1
3887698	3887698	1
3888162	3888162	1
3888516	3888516	0
3888834	3888834	1
3888920	3888920	0
3889237	3889237	1
3889326	3889326	1
3889548	3889548	1
3889730	3889730	0
3889827	3889827	1
3889936	3889936	1
3890085	3890085	1
3890417	3890417	1
3890463	3890463	1
3890480	3890480	0
3890792	3890792	1
3890882	3890882	1
3891251	3891251	0
3891369	3891369	1
3891759	3891759	1
3891871	3891871	1
3891910	3891910	1
3892072	3892072	0
3892234	3892234	0
3892368	3892368	1
3892654	3892654	0
3892758	3892758	0
3892761	3892761	0
3893692	3893692	1
3893795	3893795	1
3893978	3893978	1
3894314	3894314	0
3894357	3894357	1
3894817	3894817	1
3895170	3895170	0
3896025	3896025	1
3896188	3896188	0
3896420	3896420	1
3896819	3896819	0
3897155	3897155	1
3897637	3897637	1
3897870	3897870	1
3897993	3897993	1
3898116	3898116	0
3898520	3898520	1
3898690	3898690	1
3899345	3899345	1
3899383	3899383	0
3900223	3900223	0
3900806	3900806	0
3900913	3900913	0
3901358	3901358	1
3901706	3901706	0
3902717	3902717	1
3902878	3902878	0
3902906	3902906	0
3902951	3902951	0
3903704	3903704	1
3903896	3903896	0
3904017	3904017	0
3904196	3904196	1
3904289	3904289	0
3904377	3904377	1
3904437	3904437	0
3904592	3904592	1
3905097	3905097	0
3905646	3905646	1
3905787	3905787	0
3906982	3906982	1
3907068	3907068	1
3907094	3907094	1
3907286	3907286	1
3907542	3907542	0
3907602	3907602	1
3907664	3907664	1
3907688	3907688	1
3907731	3907731	1
3907882	3907882	1
3908430	3908430	1
3908571	3908571	1
3909197	3909197	1
3909814	3909814	0
3910020	3910020	1
3910295	3910295	1
3910627	3910627	1
3910731	3910731	0
3910952	3910952	1
3911424	3911424	1
3911798	3911798	1
3911907	3911907	1
3912533	3912533	0
3912707	3912707	1
3912745	3912745	0
3912783	3912783	0
3912824	3912824	1
3912904	3912904	1
3913216	3913216	1
3913721	3913721	1
3914022	3914022	0
3914219	3914219	1
3914775	3914775	1
3914832	3914832	0
3914966	3914966	1
3915090	3915090	1
3915302	3915302	0
3915388	3915388	0
3915656	3915656	1
3915763	3915763	1
3915869	3915869	0
3916252	3916252	1
3916742	3916742	1
3916844	3916844	0
3917016	3917016	1
3917178	3917178	1
3917376	3917376	0
3917651	3917651	0
3918652	3918652	1
3918793	3918793	1
3918996	3918996	1
3919152	3919152	0
3919544	3919544	1
3919850	3919850	1
3920036	3920036	0
3920112	3920112	1
3920880	3920880	1
3921121	3921121	0
3921261	3921261	1
3921937	3921937	0
3921979	3921979	0
3922963	3922963	0
3923081	3923081	1
3923104	3923104	0
3923263	3923263	1
3923414	3923414	1
3923462	3923462	1
3923772	3923772	0
3923939	3923939	1
3924094	3924094	0
3924542	3924542	0
3924729	3924729	1
3924804	3924804	0
3924903	3924903	1
3924924	3924924	1
3925355	3925355	1
3925554	3925554	1
3926098	3926098	0
3927091	3927091	1
3927102	3927102	0
3927573	3927573	1
3927610	3927610	1
3927699	3927699	1
3927778	3927778	1
3928428	3928428	0
3928460	3928460	1
3928507	3928507	1
3928574	3928574	0
3928955	3928955	0
3929379	3929379	1
3929471	3929471	0
3929998	3929998	0
3930130	3930130	1
3930232	3930232	0
3930495	3930495	1
3930638	3930638	1
3930646	3930646	0
3930927	3930927	1
3931242	3931242	1
3931521	3931521	1
3932369	3932369	1
3932649	3932649	1
3933133	3933133	1
3933149	3933149	1
3933878	3933878	1
3933985	3933985	1
3934041	3934041	1
3934218	3934218	1
3934575	3934575	1
3935338	3935338	0
3935346	3935346	0
3935536	3935536	0
3935545	3935545	1
3935868	3935868	0
3935885	3935885	0
3936103	3936103	1
3936501	3936501	1
3936925	3936925	0
3937007	3937007	1
3937477	3937477	0
3938344	3938344	0
3938581	3938581	0
3938773	3938773	0
3939076	3939076	1
3939164	3939164	0
3939485	3939485	0
3939778	3939778	1
3939797	3939797	0
3939893	3939893	1
3939921	3939921	1
3939962	3939962	1
3940047	3940047	1
3940670	3940670	0
3940716	3940716	1
3941499	3941499	1
3941886	3941886	1
3942254	3942254	1
3942263	3942263	0
3943008	3943008	0
3943167	3943167	1
3943288	3943288	1
3943345	3943345	1
3943413	3943413	0
3943469	3943469	0
3943604	3943604	0
3943925	3943925	1
3944192	3944192	1
3944617	3944617	0
3944745	3944745	0
3944774	3944774	1
3945061	3945061	0
3945143	3945143	0
3945244	3945244	1
3945308	3945308	1
3945775	3945775	1
3946046	3946046	1
3946299	3946299	0
3946388	3946388	1
3946484	3946484	0
3946920	3946920	1
3946937	3946937	1
3947040	3947040	1
3947088	3947088	1
3947583	3947583	0
3947673	3947673	1
3947900	3947900	1
3948032	3948032	1
3948054	3948054	0
3948139	3948139	0
3948592	3948592	1
3948781	3948781	0
3948914	3948914	1
3948921	3948921	0
3948962	3948962	0
3949037	3949037	0
3949295	3949295	0
3949664	3949664	1
3950587	3950587	0
3950954	3950954	1
3951877	3951877	1
3951946	3951946	1
3952362	3952362	1
3952395	3952395	1
3952613	3952613	1
3952642	3952642	1
3952947	3952947	1
3953041	3953041	0
3953134	3953134	1
3953178	3953178	0
3953266	3953266	0
3953637	3953637	0
3953727	3953727	1
3953739	3953739	1
3953764	3953764	1
3953814	3953814	0
3954114	3954114	1
3954371	3954371	1
3954881	3954881	0
3955102	3955102	1
3955289	3955289	0
3956331	3956331	0
3956719	3956719	1
3956744	3956744	0
3956902	3956902	1
3956939	3956939	1
3957084	3957084	1
3957369	3957369	1
3957782	3957782	0
3957974	3957974	0
3958001	3958001	0
3958676	3958676	0
3958758	3958758	0
3959435	3959435	1
3959510	3959510	0
3959692	3959692	1
3960134	3960134	1
3960499	3960499	1
3960620	3960620	0
3960833	3960833	1
3960857	3960857	0
3961071	3961071	1
3961419	3961419	1
3961435	3961435	1
3961444	3961444	1
3961487	3961487	1
3961714	3961714	1
3961969	3961969	1
3962479	3962479	1
3962872	3962872	1
3963110	3963110	1
3963233	3963233	1
3963432	3963432	0
3963882	3963882	0
3964861	3964861	1
3965385	3965385	1
3965648	3965648	0
3965904	3965904	1
3966219	3966219	1
3966272	3966272	0
3966482	3966482	1
3966880	3966880	1
3966929	3966929	1
3967593	3967593	1
3967847	3967847	1
3968133	3968133	1
3968530	3968530	1
3968754	3968754	0
3968791	3968791	1
3968826	3968826	1
3969073	3969073	0
3969206	3969206	0
3969369	3969369	1
3969657	3969657	1
3969827	3969827	0
3969888	3969888	0
3970656	3970656	1
3970687	3970687	1
3970912	3970912	1
3971063	3971063	0
3971962	3971962	0
3972419	3972419	1
3973093	3973093	1
3973242	3973242	0
3973648	3973648	1
3973904	3973904	1
3974253	3974253	1
3974310	3974310	0
3974501	3974501	0
3974572	3974572	1
3975542	3975542	1
3975804	3975804	1
3976525	3976525	1
3976922	3976922	1
3976999	3976999	1
3977013	3977013	0
3977165	3977165	1
3977209	3977209	1
3977225	3977225	0
3977329	3977329	1
3977719	3977719	0
3977756	3977756	1
3978004	3978004	1
3978273	3978273	0
3978363	3978363	0
3978422	3978422	1
3978637	3978637	0
3978821	3978821	0
3979929	3979929	1
3980488	3980488	0
3980595	3980595	0
3980691	3980691	1
3980838	3980838	0
3981370	3981370	1
3981600	3981600	1
3981613	3981613	0
3981863	3981863	0
3982199	3982199	1
3982249	3982249	0
3982262	3982262	0
3982328	3982328	1
3982841	3982841	1
3982952	3982952	0
3982975	3982975	0
3983164	3983164	1
3983550	3983550	1
3983610	3983610	1
3983797	3983797	0
3983957	3983957	0
3984355	3984355	1
3984958	3984958	1
3985126	3985126	0
3985499	3985499	0
3985715	3985715	1
3985740	3985740	0
3985960	3985960	0
3986154	3986154	1
3986282	3986282	1
3986605	3986605	0
3987628	3987628	1
3987725	3987725	0
3988070	3988070	1
3988677	3988677	1
3989433	3989433	0
3989537	3989537	0
3989807	3989807	0
3990382	3990382	1
3990494	3990494	0
3990645	3990645	0
3990734	3990734	0
3990986	3990986	1
3991248	3991248	0
3991276	3991276	1
3991462	3991462	1
3991735	3991735	1
3991807	3991807	1
3991899	3991899	1
3992422	3992422	1
3992474	3992474	0
3992685	3992685	0
3992764	3992764	1
3993219	3993219	0
3993642	3993642	1
3993790	3993790	1
3993905	3993905	0
3994650	3994650	1
3994666	3994666	1
3994843	3994843	1
3994942	3994942	0
3995383	3995383	1
3995706	3995706	0
3995976	3995976	1
3996079	3996079	0
3996221	3996221	1
3996448	3996448	1
3996729	3996729	1
3997609	3997609	0
3997875	3997875	0
3997977	3997977	0
3998156	3998156	0
3998237	3998237	0
3999046	3999046	1
3999261	3999261	1
3999504	3999504	0
3999530	3999530	1
4000079	4000079	0
4000199	4000199	0
4001005	4001005	1
4001156	4001156	1
4002150	4002150	1
4002184	4002184	0
4002200	4002200	0
4002278	4002278	1
4002533	4002533	1
4003039	4003039	0
4003117	4003117	0
4003148	4003148	0
4003191	4003191	1
4003762	4003762	0
4003934	4003934	0
4004308	4004308	0
4004596	4004596	1
4004905	4004905	1
4005011	4005011	0
4005067	4005067	1
4005388	4005388	1
4005598	4005598	1
4005601	4005601	1
4005878	4005878	1
4006377	4006377	0
4006382	4006382	0
4007016	4007016	1
4007041	4007041	1
4007205	4007205	1
4007445	4007445	1
4007458	4007458	0
4007552	4007552	1
4007870	4007870	0
4007993	4007993	1
4008034	4008034	1
4008177	4008177	1
4008728	4008728	1
4008883	4008883	1
4010100	4010100	1
4010309	4010309	1
4010589	4010589	1
4010715	4010715	1
4010857	4010857	1
4011204	4011204	1
4012203	4012203	1
4012479	4012479	1
4012592	4012592	0
4013006	4013006	1
4013051	4013051	1
4013214	4013214	1
4013409	4013409	0
4013671	4013671	0
4014013	4014013	1
4014318	4014318	0
4014347	4014347	0
4014486	4014486	1
4014579	4014579	1
4014988	4014988	0
4015060	4015060	1
4015173	4015173	1
4015736	4015736	1
4015824	4015824	0
4015875	4015875	1
4015904	4015904	1
4015959	4015959	0
4016143	4016143	1
4016832	4016832	1
4017152	4017152	1
4017239	4017239	1
4017336	4017336	0
4017358	4017358	0
4017383	4017383	1
4017478	4017478	0
4017779	4017779	1
4018473	4018473	1
4018656	4018656	0
4018968	4018968	0
4019092	4019092	1
4019144	4019144	0
4019397	4019397	1
4019525	4019525	1
4019548	4019548	1
4019608	4019608	1
4019730	4019730	1
4019961	4019961	0
4020217	4020217	1
4020486	4020486	0
4020793	4020793	0
4021131	4021131	1
4021213	4021213	1
4021904	4021904	1
4022397	4022397	1
4022403	4022403	1
4022438	4022438	0
4022723	4022723	1
4022945	4022945	1
4023261	4023261	1
4023504	4023504	1
4023672	4023672	0
4023717	4023717	0
4023780	4023780	1
4024181	4024181	1
4024231	4024231	1
4024348	4024348	0
4025259	4025259	1
4025324	4025324	1
4025666	4025666	1
4025714	4025714	0
4025894	4025894	1
4026535	4026535	1
4026706	4026706	1
4028491	4028491	1
4028705	4028705	1
4028747	4028747	1
4029494	4029494	1
4029573	4029573	0
4029713	4029713	1
4029742	4029742	0
4029893	4029893	1
4030274	4030274	1
4030299	4030299	0
4030582	4030582	1
4031054	4031054	1
4032015	4032015	1
4032900	4032900	0
4033337	4033337	1
4033691	4033691	1
4033783	4033783	0
4034215	4034215	0
4034296	4034296	1
4034374	4034374	0
4034963	4034963	1
4035640	4035640	0
4035718	4035718	1
4036452	4036452	1
4036782	4036782	0
4036888	4036888	1
4037000	4037000	1
4037026	4037026	0
4037130	4037130	0
4037232	4037232	0
4037568	4037568	1
4037579	4037579	1
4037603	4037603	1
4037689	4037689	0
4037701	4037701	0
4037861	4037861	0
4037940	4037940	1
4037953	4037953	0
4038354	4038354	1
4038483	4038483	1
4038771	4038771	1
4038993	4038993	0
4039260	4039260	1
4039308	4039308	1
4039931	4039931	1
4040510	4040510	0
4040868	4040868	0
4040981	4040981	0
4041556	4041556	0
4041572	4041572	0
4041751	4041751	0
4041829	4041829	0
4042210	4042210	1
4042492	4042492	1
4042994	4042994	1
4043532	4043532	1
4044153	4044153	0
4044359	4044359	1
4044573	4044573	1
4045384	4045384	0
4046234	4046234	1
4046281	4046281	0
4046306	4046306	0
4046654	4046654	0
4047085	4047085	0
4047107	4047107	0
4047295	4047295	0
4047417	4047417	1
4047491	4047491	0
4048293	4048293	1
4048404	4048404	1
4048703	4048703	1
4048931	4048931	1
4049474	4049474	0
4049575	4049575	1
4049606	4049606	1
4049740	4049740	1
4049764	4049764	0
4050005	4050005	0
4050649	4050649	0
4050974	4050974	0
4051059	4051059	0
4051113	4051113	0
4051126	4051126	1
4051134	4051134	1
4051142	4051142	1
4051205	4051205	1
4051292	4051292	1
4051332	4051332	0
4051715	4051715	1
4051753	4051753	1
4051935	4051935	0
4052069	4052069	0
4052433	4052433	1
4052520	4052520	1
4052807	4052807	1
4053111	4053111	1
4053167	4053167	0
4053358	4053358	1
4053383	4053383	1
4053665	4053665	0
4054166	4054166	1
4054722	4054722	0
4054799	4054799	1
4055106	4055106	1
4055370	4055370	0
4055600	4055600	0
4055973	4055973	0
4055984	4055984	0
4056090	4056090	0
4057040	4057040	1
4057071	4057071	0
4057216	4057216	1
4057487	4057487	1
4057926	4057926	1
4057942	4057942	0
4058009	4058009	1
4058017	4058017	0
4058412	4058412	1
