"id"	"eid"	"sex"
1763517	1763517	1
1764032	1764032	1
1764102	1764102	0
1764211	1764211	1
1764726	1764726	0
1765462	1765462	0
1765953	1765953	1
1766192	1766192	0
1766269	1766269	1
1766337	1766337	0
1766710	1766710	0
1766852	1766852	1
1767174	1767174	0
1767262	1767262	1
1768235	1768235	1
1768308	1768308	0
1768349	1768349	1
1768370	1768370	1
1768395	1768395	1
1769023	1769023	0
1769098	1769098	0
1769292	1769292	0
1769511	1769511	1
1769524	1769524	1
1769753	1769753	1
1769935	1769935	0
1770099	1770099	1
1770260	1770260	1
1770272	1770272	1
1770502	1770502	0
1770809	1770809	0
1771046	1771046	1
1771067	1771067	1
1771353	1771353	1
1771405	1771405	0
1771732	1771732	1
1772103	1772103	0
1772146	1772146	0
1772720	1772720	0
1773543	1773543	1
1773594	1773594	1
1773675	1773675	1
1774110	1774110	1
1774319	1774319	1
1774480	1774480	1
1774615	1774615	1
1774823	1774823	1
1774938	1774938	1
1775047	1775047	0
1775092	1775092	1
1775160	1775160	1
1775355	1775355	0
1775853	1775853	0
1775864	1775864	1
1775910	1775910	1
1775958	1775958	0
1776082	1776082	1
1776483	1776483	1
1777872	1777872	0
1778039	1778039	1
1778311	1778311	0
1778708	1778708	0
1778721	1778721	1
1778757	1778757	1
1779394	1779394	1
1779758	1779758	0
1779811	1779811	0
1780078	1780078	0
1780232	1780232	1
1780537	1780537	0
1780690	1780690	1
1781278	1781278	0
1781337	1781337	0
1781916	1781916	1
1781959	1781959	1
1782050	1782050	0
1782066	1782066	0
1782172	1782172	1
1782206	1782206	0
1783207	1783207	1
1783619	1783619	1
1783628	1783628	1
1783906	1783906	1
1784178	1784178	0
1784348	1784348	1
1784376	1784376	1
1784483	1784483	1
1784503	1784503	0
1784862	1784862	1
1784987	1784987	1
1785390	1785390	1
1785574	1785574	0
1785812	1785812	1
1785934	1785934	0
1785981	1785981	0
1786190	1786190	1
1786455	1786455	0
1786682	1786682	1
1786818	1786818	1
1787112	1787112	0
1787465	1787465	1
1787634	1787634	1
1788480	1788480	1
1788859	1788859	1
1788882	1788882	0
1789505	1789505	0
1789531	1789531	0
1789755	1789755	0
1789860	1789860	0
1790011	1790011	1
1790162	1790162	1
1790245	1790245	1
1790516	1790516	0
1790523	1790523	0
1790994	1790994	1
1791531	1791531	1
1792510	1792510	1
1792558	1792558	1
1792969	1792969	0
1793368	1793368	0
1793496	1793496	0
1794086	1794086	1
1794560	1794560	1
1794785	1794785	1
1795020	1795020	1
1795249	1795249	1
1795301	1795301	1
1795627	1795627	1
1795830	1795830	0
1795877	1795877	0
1795898	1795898	0
1796050	1796050	1
1796128	1796128	1
1796397	1796397	1
1796580	1796580	0
1796608	1796608	1
1796730	1796730	1
1796759	1796759	1
1797347	1797347	0
1797537	1797537	1
1798332	1798332	0
1798886	1798886	1
1798928	1798928	1
1799539	1799539	0
1799571	1799571	1
1800081	1800081	0
1800123	1800123	1
1800248	1800248	1
1800318	1800318	1
1800449	1800449	1
1800568	1800568	0
1800652	1800652	0
1800689	1800689	1
1801131	1801131	1
1801255	1801255	1
1801471	1801471	0
1801803	1801803	1
1801846	1801846	0
1802092	1802092	1
1802999	1802999	0
1803052	1803052	0
1803162	1803162	1
1803315	1803315	1
1803340	1803340	0
1803516	1803516	0
1803598	1803598	1
1803635	1803635	1
1803897	1803897	1
1804004	1804004	1
1804113	1804113	0
1804218	1804218	1
1804247	1804247	1
1804309	1804309	0
1804422	1804422	1
1804808	1804808	0
1804944	1804944	1
1804960	1804960	1
1805435	1805435	0
1805460	1805460	0
1805599	1805599	0
1805631	1805631	0
1805673	1805673	0
1805969	1805969	0
1806124	1806124	0
1806146	1806146	1
1806189	1806189	1
1806215	1806215	1
1806322	1806322	1
1806556	1806556	0
1806712	1806712	1
1806884	1806884	0
1807194	1807194	0
1807314	1807314	1
1807430	1807430	1
1807724	1807724	1
1807738	1807738	1
1807905	1807905	1
1807984	1807984	0
1807992	1807992	1
1808214	1808214	1
1808286	1808286	1
1808463	1808463	1
1808830	1808830	0
1808924	1808924	1
1809025	1809025	0
1809238	1809238	1
1809316	1809316	1
1809797	1809797	0
1809933	1809933	0
1810459	1810459	0
1810634	1810634	1
1810703	1810703	1
1811011	1811011	1
1811388	1811388	0
1811447	1811447	1
1811492	1811492	0
1812138	1812138	0
1812215	1812215	1
1812296	1812296	1
1812497	1812497	0
1812556	1812556	1
1812572	1812572	1
1812909	1812909	1
1813097	1813097	1
1813719	1813719	1
1814145	1814145	1
1814454	1814454	0
1814705	1814705	1
1814816	1814816	0
1814882	1814882	0
1815084	1815084	0
1815251	1815251	1
1815381	1815381	1
1816886	1816886	0
1816972	1816972	0
1817323	1817323	1
1817734	1817734	1
1817835	1817835	0
1817856	1817856	1
1818757	1818757	1
1819471	1819471	0
1819521	1819521	0
1820335	1820335	1
1820425	1820425	0
1821128	1821128	0
1821326	1821326	1
1821475	1821475	1
1821649	1821649	1
1821777	1821777	1
1821798	1821798	1
1821802	1821802	1
1822213	1822213	1
1822320	1822320	1
1822595	1822595	0
1822691	1822691	0
1822774	1822774	0
1822941	1822941	0
1823071	1823071	0
1823241	1823241	0
1823879	1823879	0
1823900	1823900	0
1824321	1824321	1
1824669	1824669	1
1825302	1825302	1
1825364	1825364	0
1825492	1825492	0
1826610	1826610	0
1826674	1826674	1
1826860	1826860	0
1827247	1827247	1
1827606	1827606	0
1828104	1828104	1
1828373	1828373	0
1828433	1828433	1
1828594	1828594	1
1829175	1829175	0
1829831	1829831	0
1830117	1830117	1
1830204	1830204	0
1830997	1830997	1
1831322	1831322	1
1831400	1831400	0
1831528	1831528	1
1832011	1832011	1
1832364	1832364	1
1832598	1832598	0
1832687	1832687	1
1832881	1832881	0
1833156	1833156	1
1833279	1833279	1
1834267	1834267	1
1834755	1834755	1
1834769	1834769	1
1834828	1834828	1
1835225	1835225	1
1835232	1835232	1
1835384	1835384	0
1836035	1836035	0
1836337	1836337	0
1836562	1836562	1
1836998	1836998	1
1837094	1837094	0
1837221	1837221	0
1837233	1837233	0
1837286	1837286	1
1837454	1837454	1
1837491	1837491	1
1837534	1837534	1
1837903	1837903	1
1837990	1837990	1
1838036	1838036	0
1838112	1838112	0
1838669	1838669	1
1838950	1838950	0
1839612	1839612	0
1839821	1839821	1
1839928	1839928	1
1839972	1839972	0
1840763	1840763	0
1840897	1840897	1
1841009	1841009	1
1841140	1841140	0
1841238	1841238	0
1841468	1841468	1
1841674	1841674	1
1841860	1841860	1
1842088	1842088	1
1843297	1843297	0
1843402	1843402	1
1843595	1843595	0
1843736	1843736	1
1843923	1843923	0
1844111	1844111	0
1844152	1844152	1
1844413	1844413	0
1844556	1844556	1
1845360	1845360	1
1845372	1845372	0
1845688	1845688	0
1845841	1845841	1
1845859	1845859	0
1846160	1846160	1
1846403	1846403	0
1846446	1846446	0
1846864	1846864	0
1846999	1846999	0
1847719	1847719	1
1847836	1847836	1
1847883	1847883	0
1848205	1848205	0
1848247	1848247	1
1848499	1848499	1
1848651	1848651	1
1848715	1848715	1
1848857	1848857	0
1849194	1849194	1
1849430	1849430	1
1849482	1849482	0
1850508	1850508	1
1850941	1850941	1
1850959	1850959	1
1851404	1851404	1
1851752	1851752	0
1851767	1851767	1
1851876	1851876	1
1852344	1852344	1
1852602	1852602	1
1853238	1853238	1
1854160	1854160	0
1854509	1854509	0
1854958	1854958	0
1855041	1855041	1
1855197	1855197	1
1855229	1855229	0
1855410	1855410	1
1855590	1855590	1
1855771	1855771	0
1856163	1856163	1
1856401	1856401	1
1857075	1857075	1
1857396	1857396	0
1857897	1857897	0
1858190	1858190	0
1858310	1858310	1
1858785	1858785	0
1858917	1858917	1
1859069	1859069	1
1859123	1859123	1
1859209	1859209	1
1859347	1859347	1
1859807	1859807	0
1859845	1859845	0
1860316	1860316	0
1860420	1860420	0
1860437	1860437	1
1860550	1860550	1
1860734	1860734	1
1860819	1860819	1
1862231	1862231	1
1862935	1862935	0
1863386	1863386	1
1864389	1864389	1
1864574	1864574	0
1864885	1864885	1
1865528	1865528	1
1865616	1865616	1
1865712	1865712	1
1865925	1865925	1
1865991	1865991	0
1866448	1866448	0
1866569	1866569	1
1866627	1866627	0
1866729	1866729	0
1867044	1867044	1
1867255	1867255	0
1867320	1867320	0
1867508	1867508	1
1867803	1867803	1
1868018	1868018	1
1868029	1868029	0
1868101	1868101	1
1868614	1868614	0
1869108	1869108	1
1869207	1869207	0
1870092	1870092	1
1870243	1870243	0
1870411	1870411	1
1870591	1870591	1
1870662	1870662	1
1870798	1870798	1
1871231	1871231	1
1871620	1871620	1
1871651	1871651	1
1871886	1871886	1
1871987	1871987	1
1872069	1872069	1
1872414	1872414	0
1872719	1872719	1
1872874	1872874	0
1873138	1873138	1
1873469	1873469	1
1873779	1873779	1
1873818	1873818	1
1874001	1874001	1
1875767	1875767	1
1875905	1875905	1
1876222	1876222	0
1876299	1876299	1
1876484	1876484	1
1876565	1876565	1
1876577	1876577	1
1877885	1877885	1
1877894	1877894	0
1879079	1879079	0
1879208	1879208	1
1879221	1879221	0
1879295	1879295	1
1879653	1879653	1
1880271	1880271	1
1880481	1880481	1
1880587	1880587	1
1880616	1880616	1
1880623	1880623	1
1880892	1880892	1
1881012	1881012	1
1881542	1881542	1
1881705	1881705	1
1882168	1882168	1
1882746	1882746	0
1882854	1882854	1
1883065	1883065	1
1883410	1883410	0
1883956	1883956	1
1884052	1884052	0
1884236	1884236	1
1884302	1884302	1
1884473	1884473	1
1884516	1884516	1
1884644	1884644	1
1884672	1884672	1
1885054	1885054	0
1885382	1885382	0
1885529	1885529	1
1886690	1886690	1
1886728	1886728	1
1886927	1886927	1
1887084	1887084	0
1887220	1887220	0
1887397	1887397	1
1887704	1887704	0
1887888	1887888	1
1887896	1887896	1
1888001	1888001	1
1888118	1888118	1
1888488	1888488	0
1888904	1888904	1
1889390	1889390	0
1889428	1889428	1
1889456	1889456	0
1889666	1889666	1
1889714	1889714	0
1889926	1889926	1
1890739	1890739	0
1890870	1890870	1
1891176	1891176	0
1891770	1891770	1
1891843	1891843	1
1891885	1891885	1
1892188	1892188	0
1892224	1892224	1
1892645	1892645	1
1892778	1892778	1
1892797	1892797	0
1892921	1892921	1
1892995	1892995	1
1893012	1893012	1
1893208	1893208	0
1893328	1893328	1
1894392	1894392	0
1894486	1894486	0
1894953	1894953	1
1895118	1895118	1
1895402	1895402	1
1895562	1895562	1
1895676	1895676	0
1895890	1895890	0
1896272	1896272	1
1896349	1896349	1
1896498	1896498	0
1897086	1897086	0
1897641	1897641	0
1897866	1897866	1
1898619	1898619	1
1898725	1898725	0
1898791	1898791	0
1899206	1899206	0
1899279	1899279	0
1899716	1899716	1
1899782	1899782	1
1899840	1899840	1
1899864	1899864	0
1900037	1900037	0
1900555	1900555	1
1900639	1900639	0
1900792	1900792	0
1900804	1900804	1
1900898	1900898	0
1901031	1901031	1
1901548	1901548	0
1901945	1901945	1
1902234	1902234	0
1902710	1902710	0
1902783	1902783	0
1902838	1902838	1
1903015	1903015	1
1903401	1903401	1
1904404	1904404	0
1904626	1904626	1
1904642	1904642	1
1904703	1904703	0
1904947	1904947	0
1905046	1905046	1
1905195	1905195	1
1905523	1905523	0
1905541	1905541	1
1905842	1905842	0
1905881	1905881	1
1905979	1905979	1
1906048	1906048	1
1906289	1906289	0
1906734	1906734	1
1906844	1906844	0
1906970	1906970	1
1907134	1907134	0
1907231	1907231	1
1907886	1907886	1
1907919	1907919	0
1908130	1908130	1
1908537	1908537	0
1908624	1908624	0
1908675	1908675	1
1908744	1908744	0
1909021	1909021	1
1909146	1909146	1
1909481	1909481	1
1909831	1909831	0
1909884	1909884	1
1909980	1909980	1
1910023	1910023	0
1910082	1910082	0
1910503	1910503	0
1910753	1910753	0
1911064	1911064	0
1911282	1911282	0
1911472	1911472	1
1911510	1911510	1
1911666	1911666	0
1911749	1911749	1
1911997	1911997	0
1912032	1912032	0
1912211	1912211	1
1912359	1912359	0
1912908	1912908	0
1912986	1912986	1
1912995	1912995	1
1913158	1913158	1
1913542	1913542	0
1913555	1913555	0
1913569	1913569	1
1913627	1913627	0
1914123	1914123	1
1914421	1914421	0
1914667	1914667	0
1914690	1914690	1
1914874	1914874	0
1914939	1914939	0
1915093	1915093	1
1915464	1915464	0
1915852	1915852	1
1916201	1916201	0
1916423	1916423	0
1916459	1916459	1
1916789	1916789	1
1917253	1917253	1
1917426	1917426	1
1917528	1917528	0
1918619	1918619	1
1918855	1918855	1
1919251	1919251	1
1919723	1919723	1
1919958	1919958	0
1920366	1920366	0
1920883	1920883	0
1921060	1921060	1
1921297	1921297	0
1921312	1921312	0
1921337	1921337	0
1921488	1921488	1
1921508	1921508	1
1921595	1921595	1
1921722	1921722	0
1921783	1921783	0
1921941	1921941	0
1922005	1922005	1
1922381	1922381	1
1922649	1922649	1
1922853	1922853	0
1923523	1923523	0
1923672	1923672	1
1924205	1924205	1
1924354	1924354	0
1924503	1924503	1
1924552	1924552	1
1924651	1924651	1
1924771	1924771	1
1924901	1924901	1
1925040	1925040	1
1925053	1925053	0
1925163	1925163	1
1925955	1925955	1
1926008	1926008	1
1926932	1926932	1
1926948	1926948	1
1927106	1927106	1
1927314	1927314	1
1927539	1927539	1
1928079	1928079	0
1928161	1928161	0
1928360	1928360	0
1928425	1928425	1
1928534	1928534	0
1928602	1928602	0
1928639	1928639	1
1928792	1928792	1
1929566	1929566	1
1929658	1929658	0
1929970	1929970	1
1930170	1930170	0
1930315	1930315	1
1930364	1930364	1
1931196	1931196	0
1931224	1931224	0
1931275	1931275	0
1931330	1931330	1
1931398	1931398	1
1931443	1931443	1
1931674	1931674	1
1931755	1931755	1
1931844	1931844	1
1931921	1931921	1
1932770	1932770	0
1933056	1933056	1
1933213	1933213	1
1933368	1933368	1
1933875	1933875	0
1933930	1933930	0
1934062	1934062	1
1934288	1934288	1
1934659	1934659	1
1934963	1934963	1
1935043	1935043	1
1935555	1935555	1
1935664	1935664	1
1936548	1936548	1
1936853	1936853	0
1936888	1936888	0
1937141	1937141	0
1937701	1937701	1
1937883	1937883	1
1938590	1938590	1
1939697	1939697	1
1939918	1939918	1
1939950	1939950	1
1940176	1940176	1
1940324	1940324	0
1940545	1940545	1
1940820	1940820	1
1941497	1941497	0
1941884	1941884	1
1942133	1942133	1
1942396	1942396	1
1942450	1942450	1
1942672	1942672	1
1942732	1942732	0
1942791	1942791	0
1942842	1942842	1
1942937	1942937	0
1942979	1942979	1
1943073	1943073	1
1943206	1943206	0
1943548	1943548	1
1943839	1943839	1
1943961	1943961	0
1944102	1944102	0
1944398	1944398	1
1944485	1944485	0
1944531	1944531	0
1944887	1944887	1
1944921	1944921	1
1944995	1944995	1
1945254	1945254	1
1945433	1945433	1
1945568	1945568	1
1945735	1945735	0
1945861	1945861	0
1945902	1945902	1
1945953	1945953	1
1946019	1946019	1
1946072	1946072	1
1946173	1946173	0
1946192	1946192	1
1946200	1946200	1
1946707	1946707	0
1946824	1946824	0
1947344	1947344	0
1947581	1947581	0
1947671	1947671	0
1947766	1947766	1
1948349	1948349	1
1948711	1948711	0
1948767	1948767	1
1948775	1948775	1
1948789	1948789	0
1948918	1948918	1
1949348	1949348	1
1949380	1949380	0
1949606	1949606	0
1950101	1950101	1
1951004	1951004	0
1951169	1951169	0
1951247	1951247	1
1951886	1951886	0
1951928	1951928	1
1952366	1952366	1
1952585	1952585	0
1952611	1952611	1
1952940	1952940	1
1952964	1952964	0
1953358	1953358	1
1953630	1953630	0
1953925	1953925	0
1954087	1954087	1
1954343	1954343	1
1954368	1954368	0
1954533	1954533	1
1954680	1954680	1
1954941	1954941	1
1955010	1955010	1
1955423	1955423	1
1955752	1955752	0
1955767	1955767	0
1955775	1955775	1
1955905	1955905	1
1956046	1956046	0
1956492	1956492	1
1956541	1956541	1
1956943	1956943	1
1957265	1957265	1
1957666	1957666	0
1957885	1957885	0
1958518	1958518	1
1958781	1958781	0
1959020	1959020	1
1959051	1959051	1
1959286	1959286	0
1959640	1959640	0
1959766	1959766	1
1959804	1959804	1
1960095	1960095	0
1960215	1960215	0
1960239	1960239	1
1960264	1960264	1
1960374	1960374	0
1960712	1960712	1
1961569	1961569	1
1961859	1961859	0
1962045	1962045	1
1962430	1962430	1
1962477	1962477	1
1962600	1962600	1
1963155	1963155	1
1963944	1963944	0
1963956	1963956	1
1963987	1963987	1
1964353	1964353	1
1964541	1964541	1
1964565	1964565	1
1964656	1964656	1
1964763	1964763	0
1965377	1965377	0
1966081	1966081	1
1966280	1966280	1
1966915	1966915	0
1966953	1966953	1
1967490	1967490	1
1967554	1967554	1
1967563	1967563	0
1967961	1967961	1
1967974	1967974	0
1968131	1968131	0
1968278	1968278	0
1968385	1968385	0
1968394	1968394	1
1968676	1968676	0
1969191	1969191	1
1969955	1969955	1
1970044	1970044	1
1970150	1970150	1
1970166	1970166	1
1970306	1970306	1
1970609	1970609	0
1970710	1970710	1
1970923	1970923	0
1970959	1970959	1
1971137	1971137	1
1971527	1971527	1
1971809	1971809	1
1972270	1972270	0
1972480	1972480	1
1972569	1972569	0
1972653	1972653	0
1972731	1972731	1
1972766	1972766	0
1972804	1972804	1
1973164	1973164	0
1973341	1973341	1
1974018	1974018	1
1974050	1974050	1
1974101	1974101	1
1974206	1974206	0
1974237	1974237	0
1974268	1974268	1
1974355	1974355	0
1974411	1974411	0
1975082	1975082	0
1975231	1975231	1
1975993	1975993	1
1976204	1976204	1
1976558	1976558	0
1976605	1976605	1
1976868	1976868	0
1976894	1976894	0
1977089	1977089	1
1977121	1977121	0
1977418	1977418	1
1977598	1977598	1
1977635	1977635	0
1978659	1978659	1
1978794	1978794	0
1978818	1978818	0
1979165	1979165	0
1979217	1979217	0
1979392	1979392	0
1979414	1979414	1
1980365	1980365	0
1980573	1980573	1
1980607	1980607	1
1980713	1980713	0
1980734	1980734	0
1981081	1981081	1
1981902	1981902	0
1981915	1981915	1
1982126	1982126	1
1982552	1982552	1
1982764	1982764	0
1982808	1982808	1
1982928	1982928	1
1983010	1983010	1
1983416	1983416	0
1983441	1983441	0
1983459	1983459	0
1983553	1983553	1
1983863	1983863	1
1984132	1984132	1
1984303	1984303	1
1984472	1984472	0
1984558	1984558	0
1984981	1984981	1
1985033	1985033	1
1985103	1985103	1
1985413	1985413	1
1985434	1985434	0
1985623	1985623	0
1985720	1985720	1
1985743	1985743	1
1985768	1985768	0
1985847	1985847	1
1986110	1986110	1
1986356	1986356	1
1986409	1986409	0
1986731	1986731	1
1986766	1986766	0
1987105	1987105	1
1987234	1987234	1
1987427	1987427	0
1987488	1987488	1
1987508	1987508	1
1987803	1987803	0
1988342	1988342	0
1988614	1988614	0
1989842	1989842	0
1990099	1990099	0
1990106	1990106	1
1990168	1990168	0
1990235	1990235	0
1990333	1990333	1
1990395	1990395	1
1990564	1990564	1
1990571	1990571	0
1990669	1990669	0
1990681	1990681	0
1990918	1990918	1
1991121	1991121	0
1991339	1991339	1
1991431	1991431	1
1991709	1991709	0
1991826	1991826	0
1991878	1991878	1
1992124	1992124	0
1992138	1992138	1
1992426	1992426	1
1992641	1992641	0
1993305	1993305	1
1993603	1993603	1
1993638	1993638	1
1993652	1993652	1
1993953	1993953	1
1994463	1994463	0
1994597	1994597	0
1994640	1994640	1
1994975	1994975	1
1995050	1995050	1
1995355	1995355	1
1995397	1995397	1
1995446	1995446	1
1996023	1996023	1
1996100	1996100	1
1996178	1996178	0
1996292	1996292	0
1996702	1996702	0
1996849	1996849	0
1997188	1997188	1
1997479	1997479	0
1998064	1998064	0
1998096	1998096	1
1998277	1998277	1
1998401	1998401	1
1998487	1998487	1
1998583	1998583	1
1998647	1998647	0
1998749	1998749	1
1999320	1999320	0
1999533	1999533	1
1999722	1999722	1
1999838	1999838	1
1999998	1999998	1
2000169	2000169	0
2000205	2000205	1
2000422	2000422	1
2000461	2000461	0
2000524	2000524	1
2000694	2000694	0
2000849	2000849	1
2001277	2001277	1
2002139	2002139	1
2002377	2002377	0
2002518	2002518	1
2003360	2003360	1
2003718	2003718	0
2003898	2003898	1
2003924	2003924	1
2003990	2003990	1
2004331	2004331	1
2004408	2004408	1
2004414	2004414	1
2004537	2004537	1
2004594	2004594	1
2004603	2004603	1
2004810	2004810	0
2005200	2005200	1
2005312	2005312	1
2005488	2005488	1
2005557	2005557	0
2005707	2005707	1
2005838	2005838	1
2005916	2005916	1
2006045	2006045	1
2006143	2006143	1
2006703	2006703	0
2006891	2006891	1
2006950	2006950	0
2007049	2007049	0
2007227	2007227	1
2007519	2007519	0
2007544	2007544	1
2007909	2007909	0
2008447	2008447	1
2008504	2008504	0
2009018	2009018	1
2009050	2009050	1
2009084	2009084	1
2009945	2009945	0
2010111	2010111	1
2010818	2010818	1
2010873	2010873	0
2011037	2011037	1
2012362	2012362	1
2012711	2012711	1
2012752	2012752	1
2013218	2013218	1
2014195	2014195	1
2014530	2014530	1
2014598	2014598	0
2015140	2015140	0
2015323	2015323	0
2015573	2015573	0
2015674	2015674	0
2015683	2015683	0
2015933	2015933	0
2016836	2016836	0
2017031	2017031	1
2017206	2017206	0
2017576	2017576	0
2017686	2017686	0
2017777	2017777	1
2017839	2017839	1
2018440	2018440	0
2018453	2018453	1
2018521	2018521	1
2018586	2018586	0
2018632	2018632	0
2018824	2018824	0
2018930	2018930	1
2019176	2019176	0
2019298	2019298	0
2019460	2019460	1
2019472	2019472	1
2019692	2019692	1
2019978	2019978	0
2020024	2020024	1
2020388	2020388	1
2020530	2020530	0
2020619	2020619	0
2021091	2021091	1
2021211	2021211	0
2021479	2021479	0
2021700	2021700	1
2022389	2022389	1
2022435	2022435	1
2022786	2022786	1
2022885	2022885	1
2023129	2023129	1
2023320	2023320	1
2023521	2023521	0
2024021	2024021	1
2024288	2024288	1
2024794	2024794	1
2025199	2025199	1
2025491	2025491	0
2025513	2025513	1
2025823	2025823	1
2025859	2025859	1
2025967	2025967	1
2026268	2026268	1
2026411	2026411	1
2027217	2027217	1
2027263	2027263	0
2027305	2027305	1
2027350	2027350	0
2027512	2027512	1
2027735	2027735	0
2027939	2027939	1
2028292	2028292	1
2028376	2028376	1
2028589	2028589	1
2029308	2029308	1
2030242	2030242	1
2030453	2030453	1
2030904	2030904	0
2031634	2031634	1
2031931	2031931	1
2031984	2031984	1
2032110	2032110	1
2032145	2032145	1
2032372	2032372	1
2032526	2032526	0
2032578	2032578	0
2032784	2032784	1
2033102	2033102	1
2033304	2033304	0
2033437	2033437	0
2033550	2033550	1
2033584	2033584	0
2034050	2034050	1
2034220	2034220	1
2034300	2034300	1
2034716	2034716	1
2034888	2034888	0
2034945	2034945	1
2035023	2035023	0
2035273	2035273	1
2035956	2035956	0
2036117	2036117	1
2036311	2036311	0
2036714	2036714	1
2037236	2037236	0
2037388	2037388	0
2037504	2037504	1
2038103	2038103	1
2038976	2038976	1
2039329	2039329	1
2039520	2039520	0
2039787	2039787	0
2039939	2039939	0
2040335	2040335	1
2040639	2040639	1
2041285	2041285	1
2042019	2042019	0
2042093	2042093	0
2042200	2042200	0
2042351	2042351	1
2042508	2042508	1
2042514	2042514	1
2043545	2043545	0
2043786	2043786	1
2043795	2043795	1
2044293	2044293	1
2044395	2044395	1
2044775	2044775	0
2045195	2045195	1
2045339	2045339	0
2045484	2045484	1
2045559	2045559	1
2045565	2045565	0
2045656	2045656	1
2045732	2045732	0
2045754	2045754	0
2045881	2045881	1
2047016	2047016	1
2047317	2047317	0
2047483	2047483	1
2047511	2047511	1
2048026	2048026	0
2048280	2048280	0
2048861	2048861	0
2049698	2049698	0
2049818	2049818	1
2050163	2050163	0
2050762	2050762	1
2050837	2050837	1
2050868	2050868	0
2051167	2051167	1
2051383	2051383	0
2051434	2051434	1
2052157	2052157	0
2052340	2052340	0
2052450	2052450	0
2053119	2053119	1
2053144	2053144	0
2053237	2053237	1
2053326	2053326	1
2053475	2053475	0
2053782	2053782	0
2054224	2054224	1
2054566	2054566	1
2054658	2054658	1
2054700	2054700	1
2055026	2055026	0
2055055	2055055	1
2055318	2055318	0
2055939	2055939	1
2055988	2055988	1
2056093	2056093	1
2056337	2056337	0
2056846	2056846	1
2056867	2056867	1
2056982	2056982	1
2057335	2057335	1
2057491	2057491	1
2058256	2058256	1
2058626	2058626	1
2059041	2059041	0
2059317	2059317	1
2059380	2059380	1
2059445	2059445	0
2059612	2059612	0
2059651	2059651	1
2059862	2059862	0
2059956	2059956	1
2060411	2060411	0
2060576	2060576	0
2060999	2060999	1
2061023	2061023	0
2061461	2061461	0
2061552	2061552	0
2061590	2061590	1
2061987	2061987	0
2062735	2062735	0
2062940	2062940	1
2063146	2063146	1
2063336	2063336	1
2063556	2063556	1
2063805	2063805	1
2063932	2063932	0
2064105	2064105	0
2064129	2064129	0
2064213	2064213	1
2064488	2064488	1
2064557	2064557	1
2064783	2064783	1
2064959	2064959	1
2065106	2065106	1
2065112	2065112	1
2065642	2065642	0
2065817	2065817	1
2065863	2065863	1
2066582	2066582	1
2067191	2067191	0
2067806	2067806	1
2067913	2067913	0
2068443	2068443	1
2068844	2068844	0
2069393	2069393	1
2069409	2069409	0
2069417	2069417	0
2069731	2069731	1
2070076	2070076	0
2070518	2070518	1
2070835	2070835	0
2070893	2070893	1
2070986	2070986	0
2071034	2071034	0
2071433	2071433	1
2071756	2071756	1
2071996	2071996	1
2072113	2072113	1
2072126	2072126	1
2072205	2072205	0
2072247	2072247	1
2072727	2072727	1
2073151	2073151	0
2073600	2073600	0
2073880	2073880	1
2074039	2074039	1
2074324	2074324	0
2074460	2074460	0
2074721	2074721	0
2075572	2075572	1
2075665	2075665	1
2075847	2075847	1
2075976	2075976	0
2076491	2076491	0
2076731	2076731	0
2076990	2076990	1
2077213	2077213	1
2077343	2077343	1
2077427	2077427	1
2078251	2078251	0
2079170	2079170	1
2079207	2079207	0
2079388	2079388	1
2079450	2079450	1
2079763	2079763	0
2080143	2080143	1
2080151	2080151	0
2080228	2080228	1
2080502	2080502	1
2081133	2081133	0
2081170	2081170	0
2081258	2081258	0
2082152	2082152	1
2082288	2082288	1
2082593	2082593	0
2082623	2082623	1
2082737	2082737	0
2082873	2082873	1
2082976	2082976	0
2083097	2083097	1
2084110	2084110	0
2084335	2084335	0
2084639	2084639	1
2085005	2085005	1
2085243	2085243	1
2085864	2085864	0
2085945	2085945	0
2086077	2086077	1
2086218	2086218	0
2086325	2086325	1
2086436	2086436	0
2086538	2086538	0
2086935	2086935	0
2087275	2087275	0
2087485	2087485	1
2087531	2087531	1
2087645	2087645	1
2087674	2087674	0
2088039	2088039	1
2088277	2088277	0
2088346	2088346	0
2088472	2088472	1
2088666	2088666	0
2088708	2088708	0
2088721	2088721	1
2088851	2088851	0
2089150	2089150	0
2089488	2089488	1
2089514	2089514	1
2089595	2089595	1
2090689	2090689	1
2091118	2091118	0
2091415	2091415	1
2091508	2091508	1
2091595	2091595	1
2091904	2091904	1
2092101	2092101	1
2092237	2092237	1
2092313	2092313	1
2092490	2092490	0
2092759	2092759	0
2092840	2092840	1
2093038	2093038	1
2093149	2093149	1
2093396	2093396	0
2093906	2093906	0
2093943	2093943	1
2094004	2094004	1
2094113	2094113	0
2094250	2094250	1
2094524	2094524	1
2094590	2094590	1
2094727	2094727	1
2095132	2095132	1
2095148	2095148	1
2095176	2095176	0
2095311	2095311	0
2095367	2095367	0
2095428	2095428	1
2095605	2095605	0
2095618	2095618	1
2095770	2095770	1
2095812	2095812	1
2095868	2095868	1
2096014	2096014	0
2096138	2096138	1
2096152	2096152	1
2096426	2096426	1
2096519	2096519	1
2097168	2097168	0
2097185	2097185	1
2097539	2097539	0
2097876	2097876	1
2097905	2097905	0
2098257	2098257	0
2098718	2098718	1
2098747	2098747	1
2098882	2098882	1
2099398	2099398	0
2099658	2099658	1
